Intervention ID,Intervention URL,State Act ID,State Act URL,State Act Title,GTA Evaluation,Implementing Jurisdictions,Implementation Level,Eligible Firm,Intervention Type,Mast Chapter,Affected Sectors,Affected Products,Affected Jurisdictions,Is Horizontal,Date Announced,Date Implemented,Date Removed,Is In Force
71093,https://globaltradealert.org/intervention/71093,36832,https://www.globaltradealert.org/state-act/36832,Australia: Government amends the Defence and Strategic Goods List,Green,Australia,National,all,"Export-related non-tariff measure, nes",P: Export-related measures (incl. subsidies),"333, 452, 462, 471, 472, 475, 476, 483, 492","271019, 847190, 851762, 852351, 852380, 853510, 854232, 854239, 860900, 900669","Austria, Canada, China, Fiji, France, Germany, Hong Kong, Hungary, Indonesia, Ireland, Israel, Italy, Japan, Republic of Korea, Malaysia, Nauru, Netherlands, New Caledonia, New Zealand, Norway, Papua New Guinea, Romania, India, Singapore, Vietnam, South Africa, Thailand, United Arab Emirates, United Kingdom, United States of America",False,2019-03-28,2019-04-02,,1
71094,https://globaltradealert.org/intervention/71094,36832,https://www.globaltradealert.org/state-act/36832,Australia: Government amends the Defence and Strategic Goods List,Red,Australia,National,all,"Export-related non-tariff measure, nes",P: Export-related measures (incl. subsidies),"333, 341, 431, 442, 449, 452, 462, 471, 472, 474, 476, 482, 483, 492","271019, 292121, 840810, 845931, 845951, 846222, 846223, 846224, 846225, 846226, 846251, 847130, 847141, 847160, 847950, 851762, 852349, 852380, 852560, 852910, 853710, 854129, 854190, 854232, 854239, 854290, 860900, 870790, 900659, 901480, 903090, 903149","Austria, Canada, China, Fiji, France, Germany, Ghana, Hong Kong, Hungary, Indonesia, Ireland, Israel, Italy, Ivory Coast, Japan, Republic of Korea, Lao, Malaysia, Nauru, Netherlands, New Caledonia, New Zealand, Norway, Papua New Guinea, Romania, India, Singapore, Vietnam, South Africa, Spain, Thailand, United Arab Emirates, United Kingdom, United States of America",False,2019-03-28,2019-04-02,,1
80754,https://globaltradealert.org/intervention/80754,44941,https://www.globaltradealert.org/state-act/44941,United States of America: Further restrictions imposed on transactions involving Huawei and its non-U.S. affiliates,Red,United States of America,National,all,Export licensing requirement,P: Export-related measures (incl. subsidies),471,"854149, 854151, 854159, 854190",China,False,2020-08-17,2020-08-17,,1
85293,https://globaltradealert.org/intervention/85293,48027,https://www.globaltradealert.org/state-act/48027,United States of America: Seven Chinese supercomputing companies are added to the US Commerce Department’s entity list,Red,United States of America,National,all,Export licensing requirement,P: Export-related measures (incl. subsidies),"452, 471","847141, 847149, 847150, 847160, 847170, 847180, 847190, 854149, 854151, 854159, 854190","Afghanistan, Angola, Azerbaijan, Argentina, Australia, Austria, Bahamas, Bahrain, Barbados, Belgium, Bermuda, Bolivia, Brazil, Brunei Darussalam, Bulgaria, Canada, Cayman Islands, Chile, China, Colombia, Costa Rica, Czechia, Denmark, Dominican Republic, Ecuador, El Salvador, Equatorial Guinea, Estonia, Finland, France, Djibouti, Germany, Greece, Guatemala, Guyana, Honduras, Hong Kong, Hungary, Iceland, Indonesia, Iraq, Ireland, Israel, Italy, Ivory Coast, Jamaica, Japan, Kazakhstan, Jordan, Republic of Korea, Kuwait, Lebanon, Luxembourg, Malaysia, Mexico, Morocco, Netherlands, New Zealand, Nicaragua, Nigeria, Norway, Pakistan, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Qatar, Romania, Russia, Saint Lucia, Saudi Arabia, India, Singapore, Slovakia, Vietnam, Slovenia, South Africa, Spain, Sweden, Switzerland, Thailand, Trinidad & Tobago, United Arab Emirates, Turkiye, Ukraine, Egypt, United Kingdom, Uruguay, Uzbekistan, Venezuela",False,2021-04-09,2021-04-08,,1
100588,https://globaltradealert.org/intervention/100588,61677,https://www.globaltradealert.org/state-act/61677,United States of America: Seventy-seven companies added to the Commerce Department’s entity list for actions deemed contrary to national security and foreign policy interest of the United States,Red,United States of America,National,firm-specific,Export licensing requirement,P: Export-related measures (incl. subsidies),"130, 262, 264, 267, 268, 271, 273, 279, 282, 293, 322, 325, 326, 333, 334, 335, 336, 337, 341, 342, 343, 345, 346, 347, 348, 351, 352, 353, 354, 355, 362, 363, 364, 369, 371, 372, 373, 379, 382, 389, 393, 399, 411, 412, 413, 414, 415, 416, 422, 423, 429, 431, 432, 433, 434, 435, 439, 441, 442, 443, 444, 446, 447, 448, 449, 452, 461, 462, 463, 464, 465, 469, 471, 472, 473, 474, 475, 476, 479, 481, 482, 483, 491, 492, 493, 495, 496","261210, 261220, 262099, 270710, 270720, 270730, 270740, 270750, 270799, 271012, 271019, 271020, 271112, 271113, 271114, 271119, 271129, 271220, 271290, 280429, 280450, 280512, 280519, 281000, 281111, 281112, 281129, 281211, 281290, 281390, 281990, 282110, 282510, 282560, 282590, 282619, 282690, 282739, 282749, 282759, 282890, 282990, 283010, 283090, 283220, 283329, 283330, 283340, 283410, 283429, 283510, 283529, 283539, 283699, 283711, 283719, 283990, 284020, 284030, 284190, 284290, 284410, 284420, 284430, 284441, 284442, 284443, 284444, 284450, 284510, 284520, 284530, 284540, 284590, 284920, 284990, 285000, 290343, 290344, 290345, 290346, 290347, 290348, 290349, 290351, 290359, 290376, 290383, 290389, 290399, 290491, 290519, 290559, 290930, 290941, 290943, 290944, 291419, 291817, 291819, 292011, 292019, 292021, 292022, 292023, 292024, 292029, 292030, 292090, 292111, 292112, 292113, 292114, 292119, 292144, 292217, 292218, 292219, 292529, 292800, 292990, 293010, 293060, 293070, 293090, 293110, 293120, 293141, 293142, 293143, 293144, 293145, 293146, 293147, 293148, 293149, 293151, 293152, 293153, 293154, 293159, 293190, 293334, 293335, 293336, 293337, 293339, 293392, 293399, 300249, 300251, 300259, 320620, 320649, 321410, 340399, 340420, 340490, 360200, 360310, 360320, 360330, 360340, 360350, 360360, 370400, 370710, 380110, 380190, 381511, 381512, 381519, 381590, 381800, 381900, 382219, 382290, 382484, 382485, 382486, 382487, 382488, 382489, 382491, 382492, 382499, 382569, 382600, 390290, 390330, 390469, 390490, 390591, 390599, 390690, 390721, 390791, 391000, 391110, 391120, 391190, 391400, 391690, 391721, 391722, 391729, 391733, 391740, 391990, 392094, 392099, 392119, 392190, 392390, 392620, 392690, 400219, 400220, 400241, 400249, 400251, 400259, 400291, 400299, 400921, 400922, 400941, 400942, 401519, 401590, 401610, 401693, 401699, 401700, 490110, 490199, 490600, 491199, 540211, 540219, 540220, 540310, 540710, 550311, 550319, 550320, 550390, 550610, 550640, 550690, 550911, 550912, 560490, 560750, 590210, 590220, 590290, 590390, 621010, 621040, 621050, 621133, 621143, 621600, 630790, 640192, 680610, 681299, 681511, 681512, 681513, 681599, 690310, 690320, 690390, 690911, 690912, 690919, 690990, 691410, 691490, 700220, 701090, 701400, 701911, 701912, 701913, 701914, 701915, 701961, 701962, 701963, 701964, 701965, 701966, 701969, 701972, 701973, 701980, 701990, 702000, 710421, 710429, 710499, 710692, 710813, 711019, 711029, 711039, 711049, 711510, 711590, 720280, 720291, 720299, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722211, 722219, 722220, 722230, 722240, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722620, 722691, 722692, 722699, 722810, 722830, 722840, 722850, 722860, 722880, 730441, 730449, 730451, 730459, 730490, 730630, 730640, 730650, 730661, 730669, 730690, 730900, 731010, 731021, 731029, 732619, 732620, 732690, 741021, 750220, 750300, 750400, 750512, 750522, 750620, 750711, 750712, 750720, 750890, 760120, 760200, 760310, 760320, 760429, 760529, 760692, 760820, 760900, 761210, 761290, 761699, 780600, 790700, 800300, 800700, 810110, 810194, 810196, 810197, 810199, 810210, 810296, 810299, 810399, 810411, 810419, 810430, 810490, 810590, 810610, 810820, 810890, 811090, 811100, 811212, 811213, 811219, 811221, 811231, 811239, 811241, 811249, 811259, 811292, 811299, 811300, 820730, 840110, 840120, 840130, 840140, 840710, 840810, 840910, 841111, 841112, 841121, 841122, 841181, 841182, 841191, 841199, 841210, 841221, 841229, 841231, 841239, 841280, 841290, 841350, 841360, 841370, 841381, 841382, 841391, 841410, 841430, 841440, 841459, 841460, 841470, 841480, 841490, 841780, 841861, 841869, 841899, 841933, 841939, 841940, 841950, 841989, 841990, 842119, 842121, 842122, 842129, 842139, 842199, 842230, 842420, 842430, 842449, 842482, 842489, 842611, 842619, 842699, 842839, 842870, 842890, 843149, 844331, 844332, 844399, 844400, 844610, 844621, 844629, 844630, 844711, 844712, 844720, 844790, 844820, 844839, 844842, 844849, 844859, 845420, 845430, 845490, 845611, 845620, 845630, 845650, 845690, 845710, 845720, 845730, 845811, 845891, 845910, 845921, 845931, 845941, 845949, 845951, 845961, 846022, 846023, 846024, 846040, 846120, 846140, 846190, 846290, 846390, 846420, 846490, 846520, 846592, 846593, 846599, 846610, 846620, 846630, 846691, 846692, 846693, 846694, 846880, 846890, 847130, 847141, 847149, 847150, 847160, 847170, 847180, 847190, 847330, 847420, 847521, 847590, 847780, 847950, 847982, 847983, 847989, 847990, 848041, 848049, 848110, 848120, 848130, 848140, 848180, 848190, 848210, 848230, 848250, 848280, 848291, 848299, 848310, 848330, 848340, 848420, 848490, 848510, 848610, 848620, 848630, 848640, 848690, 848710, 848790, 850132, 850133, 850134, 850171, 850172, 850300, 850410, 850440, 850450, 850511, 850590, 850650, 850680, 850750, 850760, 850780, 850819, 850860, 850870, 851411, 851419, 851420, 851431, 851432, 851439, 851440, 851490, 851511, 851519, 851521, 851529, 851531, 851539, 851580, 851590, 851680, 851711, 851713, 851714, 851718, 851761, 851762, 851769, 851771, 851779, 851840, 851890, 851981, 851989, 852110, 852190, 852290, 852329, 852349, 852351, 852352, 852359, 852380, 852550, 852560, 852581, 852582, 852583, 852589, 852610, 852691, 852692, 852713, 852719, 852721, 852729, 852791, 852792, 852799, 852842, 852849, 852852, 852859, 852910, 852990, 853180, 853190, 853225, 853229, 853321, 853510, 853521, 853529, 853530, 853540, 853590, 853610, 853620, 853630, 853641, 853649, 853650, 853661, 853669, 853670, 853690, 853710, 853720, 853890, 854020, 854079, 854089, 854091, 854099, 854110, 854121, 854129, 854130, 854141, 854142, 854143, 854149, 854151, 854159, 854160, 854190, 854231, 854232, 854233, 854239, 854310, 854320, 854330, 854370, 854390, 854411, 854419, 854420, 854442, 854449, 854470, 854511, 854519, 854590, 860400, 860900, 870422, 870423, 870432, 870442, 870443, 870590, 880100, 880211, 880212, 880220, 880230, 880240, 880260, 880521, 880529, 880610, 880621, 880622, 880623, 880624, 880629, 880691, 880692, 880693, 880694, 880699, 890110, 890120, 890130, 890190, 890200, 890590, 890690, 900110, 900190, 900290, 900510, 900580, 900630, 900640, 900653, 900659, 900691, 900699, 900710, 900791, 901310, 901320, 901380, 901390, 901410, 901420, 901480, 901490, 901580, 901590, 901720, 901850, 901890, 902000, 902212, 902219, 902229, 902230, 902290, 902300, 902410, 902480, 902490, 902519, 902610, 902620, 902680, 902690, 902710, 902720, 902730, 902750, 902781, 902789, 902790, 902920, 903010, 903020, 903033, 903040, 903082, 903089, 903090, 903110, 903120, 903141, 903149, 903180, 903190, 903300, 930390, 930400, 930591, 930599, 930690, 940549, 962000","Bulgaria, China, France, Germany, Hong Kong, Italy, Malta, Pakistan, Russia, United Arab Emirates",False,2020-12-18,2020-12-18,,1
100591,https://globaltradealert.org/intervention/100591,61681,https://www.globaltradealert.org/state-act/61681,United States of America: Suppliers of Huawei receive USD 61.4 billion worth of export licenses for U.S. goods,Green,United States of America,National,all,Export licensing requirement,P: Export-related measures (incl. subsidies),"364, 371, 449, 461, 471, 473, 475, 482","392310, 701710, 702000, 848071, 848620, 848640, 848690, 850490, 851981, 852351, 854149, 854190, 903082, 903090, 903141","Afghanistan, Argentina, Australia, Austria, Barbados, Belgium, Brazil, Bulgaria, Canada, Chile, China, Colombia, Costa Rica, Czechia, Denmark, Dominican Republic, Ecuador, El Salvador, Estonia, Finland, France, Germany, Greece, Guatemala, Guyana, Honduras, Hong Kong, Hungary, Indonesia, Ireland, Israel, Italy, Jamaica, Japan, Republic of Korea, Kuwait, Luxembourg, Malaysia, Mexico, Morocco, Netherlands, New Zealand, Nicaragua, Norway, Panama, Paraguay, Peru, Philippines, Poland, Qatar, Romania, Russia, Saudi Arabia, India, Singapore, Vietnam, South Africa, Spain, Sweden, Switzerland, Thailand, Trinidad & Tobago, United Arab Emirates, Turkiye, Egypt, United Kingdom",False,2021-10-19,2021-04-20,,1
100625,https://globaltradealert.org/intervention/100625,61677,https://www.globaltradealert.org/state-act/61677,United States of America: Seventy-seven companies added to the Commerce Department’s entity list for actions deemed contrary to national security and foreign policy interest of the United States,Green,United States of America,National,firm-specific,Export licensing requirement,P: Export-related measures (incl. subsidies),"130, 262, 264, 267, 268, 271, 273, 279, 282, 293, 322, 325, 326, 333, 334, 335, 336, 337, 341, 342, 343, 345, 346, 347, 348, 351, 352, 353, 354, 355, 362, 363, 364, 369, 371, 372, 373, 379, 382, 389, 393, 399, 411, 412, 413, 414, 415, 416, 422, 423, 429, 431, 432, 433, 434, 435, 439, 441, 442, 443, 444, 446, 447, 448, 449, 452, 461, 462, 463, 464, 465, 469, 471, 472, 473, 474, 475, 476, 479, 481, 482, 483, 491, 492, 493, 495, 496","261210, 261220, 262099, 270710, 270720, 270730, 270740, 270750, 270799, 271012, 271019, 271020, 271112, 271113, 271114, 271119, 271129, 271220, 271290, 280429, 280450, 280512, 280519, 281000, 281111, 281112, 281129, 281211, 281290, 281390, 281990, 282110, 282510, 282560, 282590, 282619, 282690, 282739, 282749, 282759, 282890, 282990, 283010, 283090, 283220, 283329, 283330, 283340, 283410, 283429, 283510, 283529, 283539, 283699, 283711, 283719, 283990, 284020, 284030, 284190, 284290, 284410, 284420, 284430, 284441, 284442, 284443, 284444, 284450, 284510, 284520, 284530, 284540, 284590, 284920, 284990, 285000, 290343, 290344, 290345, 290346, 290347, 290348, 290349, 290351, 290359, 290376, 290383, 290389, 290399, 290491, 290519, 290559, 290930, 290941, 290943, 290944, 291419, 291817, 291819, 292011, 292019, 292021, 292022, 292023, 292024, 292029, 292030, 292090, 292111, 292112, 292113, 292114, 292119, 292144, 292217, 292218, 292219, 292529, 292800, 292990, 293010, 293060, 293070, 293090, 293110, 293120, 293141, 293142, 293143, 293144, 293145, 293146, 293147, 293148, 293149, 293151, 293152, 293153, 293154, 293159, 293190, 293334, 293335, 293336, 293337, 293339, 293392, 293399, 300249, 300251, 300259, 320620, 320649, 321410, 340399, 340420, 340490, 360200, 360310, 360320, 360330, 360340, 360350, 360360, 370400, 370710, 380110, 380190, 381511, 381512, 381519, 381590, 381800, 381900, 382219, 382290, 382484, 382485, 382486, 382487, 382488, 382489, 382491, 382492, 382499, 382569, 382600, 390290, 390330, 390469, 390490, 390591, 390599, 390690, 390721, 390791, 391000, 391110, 391120, 391190, 391400, 391690, 391721, 391722, 391729, 391733, 391740, 391990, 392094, 392099, 392119, 392190, 392390, 392620, 392690, 400219, 400220, 400241, 400249, 400251, 400259, 400291, 400299, 400921, 400922, 400941, 400942, 401519, 401590, 401610, 401693, 401699, 401700, 490110, 490199, 490600, 491199, 540211, 540219, 540220, 540310, 540710, 550311, 550319, 550320, 550390, 550610, 550640, 550690, 550911, 550912, 560490, 560750, 590210, 590220, 590290, 590390, 621010, 621040, 621050, 621133, 621143, 621600, 630790, 640192, 680610, 681299, 681511, 681512, 681513, 681599, 690310, 690320, 690390, 690911, 690912, 690919, 690990, 691410, 691490, 700220, 701090, 701400, 701911, 701912, 701913, 701914, 701915, 701961, 701962, 701963, 701964, 701965, 701966, 701969, 701972, 701973, 701980, 701990, 702000, 710421, 710429, 710499, 710692, 710813, 711019, 711029, 711039, 711049, 711510, 711590, 720280, 720291, 720299, 721891, 721899, 721911, 721912, 721913, 721914, 721921, 721922, 721923, 721924, 721931, 721932, 721933, 721934, 721935, 721990, 722011, 722012, 722020, 722090, 722211, 722219, 722220, 722230, 722240, 722490, 722511, 722519, 722530, 722540, 722550, 722591, 722592, 722599, 722611, 722620, 722691, 722692, 722699, 722810, 722830, 722840, 722850, 722860, 722880, 730441, 730449, 730451, 730459, 730490, 730630, 730640, 730650, 730661, 730669, 730690, 730900, 731010, 731021, 731029, 732619, 732620, 732690, 741021, 750220, 750300, 750400, 750512, 750522, 750620, 750711, 750712, 750720, 750890, 760120, 760200, 760310, 760320, 760429, 760529, 760692, 760820, 760900, 761210, 761290, 761699, 780600, 790700, 800300, 800700, 810110, 810194, 810196, 810197, 810199, 810210, 810296, 810299, 810399, 810411, 810419, 810430, 810490, 810590, 810610, 810820, 810890, 811090, 811100, 811212, 811213, 811219, 811221, 811231, 811239, 811241, 811249, 811259, 811292, 811299, 811300, 820730, 840110, 840120, 840130, 840140, 840710, 840810, 840910, 841111, 841112, 841121, 841122, 841181, 841182, 841191, 841199, 841210, 841221, 841229, 841231, 841239, 841280, 841290, 841350, 841360, 841370, 841381, 841382, 841391, 841410, 841430, 841440, 841459, 841460, 841470, 841480, 841490, 841780, 841861, 841869, 841899, 841933, 841939, 841940, 841950, 841989, 841990, 842119, 842121, 842122, 842129, 842139, 842199, 842230, 842420, 842430, 842449, 842482, 842489, 842611, 842619, 842699, 842839, 842870, 842890, 843149, 844331, 844332, 844399, 844400, 844610, 844621, 844629, 844630, 844711, 844712, 844720, 844790, 844820, 844839, 844842, 844849, 844859, 845420, 845430, 845490, 845611, 845620, 845630, 845650, 845690, 845710, 845720, 845730, 845811, 845891, 845910, 845921, 845931, 845941, 845949, 845951, 845961, 846022, 846023, 846024, 846040, 846120, 846140, 846190, 846290, 846390, 846420, 846490, 846520, 846592, 846593, 846599, 846610, 846620, 846630, 846691, 846692, 846693, 846694, 846880, 846890, 847130, 847141, 847149, 847150, 847160, 847170, 847180, 847190, 847330, 847420, 847521, 847590, 847780, 847950, 847982, 847983, 847989, 847990, 848041, 848049, 848110, 848120, 848130, 848140, 848180, 848190, 848210, 848230, 848250, 848280, 848291, 848299, 848310, 848330, 848340, 848420, 848490, 848510, 848610, 848620, 848630, 848640, 848690, 848710, 848790, 850132, 850133, 850134, 850171, 850172, 850300, 850410, 850440, 850450, 850511, 850590, 850650, 850680, 850750, 850760, 850780, 850819, 850860, 850870, 851411, 851419, 851420, 851431, 851432, 851439, 851440, 851490, 851511, 851519, 851521, 851529, 851531, 851539, 851580, 851590, 851680, 851711, 851713, 851714, 851718, 851761, 851762, 851769, 851771, 851779, 851840, 851890, 851981, 851989, 852110, 852190, 852290, 852329, 852349, 852351, 852352, 852359, 852380, 852550, 852560, 852581, 852582, 852583, 852589, 852610, 852691, 852692, 852713, 852719, 852721, 852729, 852791, 852792, 852799, 852842, 852849, 852852, 852859, 852910, 852990, 853180, 853190, 853225, 853229, 853321, 853510, 853521, 853529, 853530, 853540, 853590, 853610, 853620, 853630, 853641, 853649, 853650, 853661, 853669, 853670, 853690, 853710, 853720, 853890, 854020, 854079, 854089, 854091, 854099, 854110, 854121, 854129, 854130, 854141, 854142, 854143, 854149, 854151, 854159, 854160, 854190, 854231, 854232, 854233, 854239, 854310, 854320, 854330, 854370, 854390, 854411, 854419, 854420, 854442, 854449, 854470, 854511, 854519, 854590, 860400, 860900, 870422, 870423, 870432, 870442, 870443, 870590, 880100, 880211, 880212, 880220, 880230, 880240, 880260, 880521, 880529, 880610, 880621, 880622, 880623, 880624, 880629, 880691, 880692, 880693, 880694, 880699, 890110, 890120, 890130, 890190, 890200, 890590, 890690, 900110, 900190, 900290, 900510, 900580, 900630, 900640, 900653, 900659, 900691, 900699, 900710, 900791, 901310, 901320, 901380, 901390, 901410, 901420, 901480, 901490, 901580, 901590, 901720, 901850, 901890, 902000, 902212, 902219, 902229, 902230, 902290, 902300, 902410, 902480, 902490, 902519, 902610, 902620, 902680, 902690, 902710, 902720, 902730, 902750, 902781, 902789, 902790, 902920, 903010, 903020, 903033, 903040, 903082, 903089, 903090, 903110, 903120, 903141, 903149, 903180, 903190, 903300, 930390, 930400, 930591, 930599, 930690, 940549, 962000","Israel, United Arab Emirates",False,2020-12-18,2020-12-18,,1
100627,https://globaltradealert.org/intervention/100627,61701,https://www.globaltradealert.org/state-act/61701,United States of America: Suppliers of SMIC receives USD 41.9 billion worth of export licenses for U.S. goods,Green,United States of America,National,firm-specific,Export licensing requirement,P: Export-related measures (incl. subsidies),"364, 371, 449, 461, 471, 473, 475, 482","392310, 701710, 702000, 848071, 848620, 848640, 848690, 850490, 851981, 852351, 854149, 854190, 903082, 903090, 903141","Afghanistan, Argentina, Australia, Austria, Barbados, Belgium, Brazil, Bulgaria, Canada, Chile, China, Colombia, Costa Rica, Czechia, Denmark, Dominican Republic, Ecuador, El Salvador, Estonia, Finland, France, Germany, Greece, Guatemala, Guyana, Honduras, Hong Kong, Hungary, Indonesia, Ireland, Israel, Italy, Jamaica, Japan, Republic of Korea, Kuwait, Luxembourg, Malaysia, Mexico, Morocco, Netherlands, New Zealand, Nicaragua, Norway, Panama, Paraguay, Peru, Philippines, Poland, Qatar, Romania, Russia, Saudi Arabia, India, Singapore, Vietnam, South Africa, Spain, Sweden, Switzerland, Thailand, Trinidad & Tobago, United Arab Emirates, Turkiye, Egypt, United Kingdom",False,2021-10-19,2021-04-20,,1
